Location,Rating,Time,Devices
Hatcher,3.75,5,135.91666666666669
Hatcher,2.4166666666666665,19,26.333333333333332
Hatcher,2.1666666666666665,16,4.333333333333333
Hatcher,2.5,14,40.5
Hatcher,4.5,6,326.5
Hatcher,2.0,12,0.0
Hatcher,3.0,24,366.0
Hatcher,3.25,7,232.5
Hatcher,2.25,15,144.25
Hatcher,2.3333333333333335,22,8.0
Hatcher,2.4166666666666665,17,13.166666666666666
Hatcher,3.6666666666666665,8,150.66666666666666
Hatcher,2.1666666666666665,17,44.666666666666664
Hatcher,2.5,6,157.5
Hatcher,2.0833333333333335,17,40.25
Hatcher,3.0,15,85.25
Hatcher,3.166666666666667,5,221.66666666666669
Hatcher,5,0,264.0
Hatcher,4.25,3,357.75
Hatcher,5.0,0,186.0
Hatcher,2.1666666666666665,16,79.0
Hatcher,4.75,1,805.75
Hatcher,5,4,317.3333333333333
Hatcher,3.333333333333333,8,177.33333333333331
Hatcher,3.0,8,14.666666666666666
Hatcher,2.25,13,16.166666666666664
Hatcher,2.833333333333333,20,6.333333333333333
Hatcher,2.0,18,0.0
Hatcher,2.3333333333333335,20,83.0
Hatcher,3.0,24,151.0
Hatcher,2.5833333333333335,5,392.0
Hatcher,3.0,0,431.0
Hatcher,2.5,21,245.0
Hatcher,4.0,6,210.0
Hatcher,2.833333333333333,20,23.166666666666664
Hatcher,2.6666666666666665,10,87.0
Hatcher,2.833333333333333,16,17.833333333333332
Hatcher,2.0833333333333335,11,44.75
Hatcher,2.3333333333333335,14,15.166666666666666
Hatcher,5,3,408.0
Hatcher,3.0,9,16.5
Hatcher,4.5,24,135.0
Hatcher,2.25,9,141.25
Hatcher,4.083333333333334,23,8.75
Hatcher,2.3333333333333335,19,81.16666666666666
Hatcher,2.1666666666666665,16,105.5
Hatcher,2.6666666666666665,20,152.5
Hatcher,2.6666666666666665,8,128.0
Hatcher,3.0,21,207.0
Hatcher,3.0,0,921.0
Hatcher,2.1666666666666665,10,151.0
Hatcher,2.5,21,238.75
Hatcher,2.3333333333333335,11,64.08333333333333
Hatcher,2.75,3,291.0
Hatcher,2.0,18,0.0
Hatcher,2.25,9,133.25
Hatcher,2.833333333333333,14,90.33333333333333
Hatcher,4.5,24,12.5
Hatcher,2.0,12,0.0
Hatcher,3.0,6,191.5
Hatcher,4.75,1,770.9166666666666
Hatcher,2.6666666666666665,4,222.66666666666666
Hatcher,4.0,4,386.0
Hatcher,3.5,3,375.75
Hatcher,2.5833333333333335,5,195.41666666666669
Hatcher,2.5,16,117.33333333333333
Hatcher,3.25,9,185.5
Hatcher,2.5,16,143.0
Hatcher,3.666666666666667,23,256.25
Hatcher,3.25,9,58.5
Hatcher,2.3333333333333335,17,71.66666666666666
Hatcher,5,3,150.0
Hatcher,3.25,15,82.5
Hatcher,4.916666666666667,5,177.91666666666669
Hatcher,4.75,1,137.5
Hatcher,2.0,12,0.0
Hatcher,3.25,7,207.5
Hatcher,3.5,3,691.5
Hatcher,4.0,24,268.0
Hatcher,3.5,24,226.0
Hatcher,4.5,6,382.0
Hatcher,4.0,6,300.5
Hatcher,2.25,17,45.0
Hatcher,2.5,14,32.166666666666664
Hatcher,2.75,3,258.0
Hatcher,2.833333333333333,10,40.5
Hatcher,2.5,24,254.5
Hatcher,4.083333333333334,23,350.83333333333337
Hatcher,5,1,247.5
Hatcher,2.5,14,89.0
Hatcher,5,2,141.66666666666669
Hatcher,2.25,21,55.5
Hatcher,5.0,0,549.0
Hatcher,2.3333333333333335,11,9.583333333333332
Hatcher,2.8333333333333335,23,82.91666666666667
Hatcher,2.0833333333333335,11,33.33333333333333
Hatcher,2.8333333333333335,2,211.66666666666669
Hatcher,4.0,6,69.0
Hatcher,4.0,0,765.0
Hatcher,2.833333333333333,16,60.0
Hatcher,2.25,17,23.583333333333332
Hatcher,2.1666666666666665,14,49.5
Hatcher,2.1666666666666665,13,29.416666666666664
Hatcher,2.6666666666666665,20,142.83333333333331
Hatcher,2.5,21,237.5
Hatcher,5,0,931.0
Hatcher,2.4166666666666665,23,5.833333333333334
Hatcher,2.5,20,89.83333333333333
Hatcher,2.1666666666666665,16,152.0
Hatcher,3.25,23,20.416666666666668
Hatcher,4.333333333333334,5,219.33333333333334
Hatcher,2.5,16,40.33333333333333
Hatcher,2.25,19,8.5
Hatcher,3.5,6,267.0
Hatcher,2.3333333333333335,11,17.5
Hatcher,5,0,217.0
Hatcher,2.4166666666666665,17,5.5
Hatcher,3.333333333333333,4,227.33333333333331
Hatcher,2.4166666666666665,17,37.5
Hatcher,5,2,495.83333333333337
Hatcher,2.833333333333333,10,54.166666666666664
Hatcher,2.6666666666666665,14,141.83333333333331
Hatcher,2.0,12,0.0
Hatcher,2.0,12,0.0
Hatcher,2.0,12,0.0
Hatcher,2.3333333333333335,22,234.66666666666666
Hatcher,2.75,15,104.0
Hatcher,2.1666666666666665,13,26.083333333333332
Hatcher,2.833333333333333,10,78.0
Hatcher,2.25,17,29.083333333333332
Hatcher,2.8333333333333335,2,565.8333333333334
Hatcher,2.5,14,50.83333333333333
Hatcher,4.75,1,563.75
Hatcher,2.6666666666666665,22,104.66666666666666
Hatcher,3.333333333333333,22,290.66666666666663
Hatcher,2.3333333333333335,11,39.08333333333333
Hatcher,2.0833333333333335,13,21.083333333333332
Hatcher,4.0,0,437.0
Hatcher,5,2,798.3333333333334
Hatcher,4.5,6,363.0
Hatcher,2.1666666666666665,13,38.58333333333333
Hatcher,5,4,25.333333333333332
Hatcher,3.0,8,331.3333333333333
Hatcher,2.4166666666666665,11,43.75
Hatcher,2.0833333333333335,17,78.33333333333333
Hatcher,3.166666666666667,5,211.75
Hatcher,3.0,24,324.0
Hatcher,5,2,663.3333333333334
Hatcher,4.25,3,81.0
Hatcher,2.5,21,205.75
Hatcher,4.916666666666667,5,456.1666666666667
Hatcher,2.25,13,36.25
Hatcher,4.5,2,237.5
Hatcher,2.5,15,229.5
Hatcher,2.5833333333333335,5,509.83333333333337
Hatcher,2.1666666666666665,10,41.33333333333333
Hatcher,5,1,613.25
Hatcher,2.833333333333333,16,95.0
Hatcher,2.75,3,116.25
Hatcher,2.75,3,435.0
Hatcher,3.0,21,67.0
Hatcher,2.6666666666666665,4,146.66666666666666
Hatcher,2.1666666666666665,14,62.666666666666664
Hatcher,2.3333333333333335,17,61.416666666666664
Hatcher,2.25,15,71.5
Hatcher,3.0,6,414.5
Hatcher,3.333333333333333,4,611.3333333333333
Hatcher,2.0833333333333335,13,1.5833333333333333
Hatcher,3.25,15,36.75
Hatcher,4.083333333333334,23,8.333333333333334
Hatcher,2.25,9,85.25
Hatcher,2.5,10,47.5
Hatcher,4.0,24,7.0
Hatcher,2.25,11,29.916666666666664
Hatcher,2.1666666666666665,19,28.25
Hatcher,2.0833333333333335,13,51.58333333333333
Hatcher,2.25,9,34.5
Hatcher,2.5,9,106.25
Hatcher,2.75,3,30.0
Hatcher,3.0,24,130.0
Hatcher,5.0,0,126.0
Hatcher,2.25,21,46.75
Hatcher,3.0,0,20.0
Hatcher,3.5,6,246.0
Hatcher,3.5,6,173.5
Hatcher,3.333333333333333,8,304.3333333333333
Hatcher,2.3333333333333335,17,0.8333333333333333
Hatcher,2.5833333333333335,5,263.6666666666667
Hatcher,5,1,361.16666666666663
Hatcher,2.0,18,0.0
Hatcher,2.0,12,0.0
Hatcher,2.5,9,50.0
Hatcher,4.0,0,496.0
Hatcher,2.25,13,28.083333333333332
Hatcher,2.833333333333333,20,78.0
Hatcher,2.3333333333333335,22,262.0
Hatcher,2.0,12,0.0
Hatcher,2.0833333333333335,19,22.583333333333332
Hatcher,5,4,559.3333333333333
Hatcher,5,0,154.0
Hatcher,3.25,21,150.0
Hatcher,2.0,18,0.0
Hatcher,2.1666666666666665,20,25.166666666666664
Hatcher,3.6666666666666665,22,75.0
Hatcher,5,0,386.0
Hatcher,2.75,15,224.0
Hatcher,2.5,21,13.0
Hatcher,2.25,15,207.75
Hatcher,2.5,14,136.0
Hatcher,3.25,9,242.25
Hatcher,4.0,4,231.33333333333331
Hatcher,2.0,18,0.0
Hatcher,2.5,14,147.66666666666666
Hatcher,2.0,12,0.0
Hatcher,2.75,21,3.5
Hatcher,4.083333333333334,7,114.16666666666667
Hatcher,2.0,18,0.0
Hatcher,3.5,3,450.0
Hatcher,2.0,12,0.0
Hatcher,3.0,8,254.33333333333331
Hatcher,2.75,15,142.5
Hatcher,2.0,18,0.0
Hatcher,4.666666666666666,4,179.33333333333331
Hatcher,3.25,7,99.16666666666667
Hatcher,4.0,4,538.6666666666666
Hatcher,5,1,332.75
Hatcher,2.75,15,135.75
Hatcher,2.3333333333333335,20,43.166666666666664
Hatcher,4.083333333333334,23,246.25
Hatcher,4.0,6,411.5
Hatcher,4.5,6,208.0
Hatcher,2.25,13,79.33333333333333
Hatcher,3.333333333333333,22,263.3333333333333
Hatcher,5,2,600.8333333333334
Hatcher,3.833333333333333,1,436.3333333333333
Hatcher,2.0833333333333335,13,56.416666666666664
Hatcher,3.5,6,332.5
Hatcher,3.0,9,126.0
Hatcher,2.3333333333333335,14,67.16666666666666
Hatcher,2.833333333333333,10,120.16666666666666
Hatcher,5,0,204.0
Hatcher,2.833333333333333,14,99.83333333333333
Hatcher,4.083333333333334,7,321.6666666666667
Hatcher,3.25,9,76.0
Hatcher,2.25,17,28.25
Hatcher,2.5,21,14.5
Hatcher,5,2,376.6666666666667
Hatcher,2.4166666666666665,7,138.33333333333334
Hatcher,4.0,6,131.5
Hatcher,2.25,11,83.33333333333333
Hatcher,5.0,3,122.25
Hatcher,2.6666666666666665,20,58.5
Hatcher,2.833333333333333,16,129.33333333333331
Hatcher,2.3333333333333335,13,55.08333333333333
Hatcher,4.0,0,507.0
Hatcher,2.3333333333333335,10,6.0
Hatcher,2.4166666666666665,17,20.25
Hatcher,3.333333333333333,8,165.33333333333331
Hatcher,5.0,3,647.25
Hatcher,2.3333333333333335,11,5.333333333333333
Hatcher,2.4166666666666665,11,37.08333333333333
Hatcher,4.916666666666667,5,352.9166666666667
Hatcher,2.4166666666666665,19,45.166666666666664
Hatcher,2.75,9,242.25
Hatcher,2.9166666666666665,1,272.25
Hatcher,2.0,12,0.0
Hatcher,3.0,21,159.75
Hatcher,2.1666666666666665,17,7.083333333333333
Hatcher,3.0,21,238.0
Hatcher,2.3333333333333335,8,179.66666666666666
Hatcher,3.666666666666667,23,71.66666666666667
Hatcher,2.75,21,71.75
Hatcher,2.3333333333333335,22,315.0
Hatcher,2.3333333333333335,14,141.83333333333331
Hatcher,2.8333333333333335,23,14.583333333333334
Hatcher,2.833333333333333,20,29.666666666666664
Hatcher,2.25,15,89.5
Hatcher,3.0,22,20.0
Hatcher,4.25,3,31.5
Hatcher,2.6666666666666665,20,71.5
Hatcher,2.5,24,354.0
Hatcher,2.75,9,39.0
Hatcher,2.1666666666666665,17,73.08333333333333
Hatcher,2.25,9,191.75
Hatcher,3.0,22,83.0
Hatcher,2.5,16,146.16666666666666
Hatcher,2.4166666666666665,23,395.83333333333337
Hatcher,2.1666666666666665,16,6.666666666666666
Hatcher,3.0,22,311.66666666666663
Hatcher,2.3333333333333335,10,63.0
Hatcher,2.5,15,168.75
Hatcher,2.25,11,18.75
Hatcher,4.5,2,167.5
Hatcher,3.333333333333333,22,23.333333333333332
Hatcher,2.5,21,81.0
Hatcher,2.25,17,14.666666666666666
Hatcher,4.0,24,99.5
Hatcher,2.1666666666666665,20,135.5
Hatcher,5,2,564.1666666666667
Hatcher,2.833333333333333,20,9.666666666666666
Hatcher,2.0833333333333335,17,2.25
Hatcher,2.1666666666666665,16,48.166666666666664
Hatcher,5,4,296.66666666666663
Hatcher,2.6666666666666665,20,111.66666666666666
Hatcher,3.333333333333333,4,133.33333333333331
Hatcher,3.666666666666667,7,92.91666666666667
Hatcher,3.25,9,92.75
Hatcher,2.0,12,0.0
Hatcher,2.6666666666666665,14,7.0
Hatcher,2.3333333333333335,8,215.33333333333331
Hatcher,3.0,0,868.0
Hatcher,2.833333333333333,14,91.16666666666666
Hatcher,2.75,15,118.5
Hatcher,4.916666666666667,5,359.9166666666667
Hatcher,2.0,12,0.0
Hatcher,4.0,4,260.0
Hatcher,2.6666666666666665,14,103.83333333333333
Hatcher,4.916666666666667,5,552.4166666666667
Hatcher,2.5,6,495.0
Hatcher,2.0,12,0.0
Hatcher,3.0,8,72.33333333333333
Hatcher,2.0,12,0.0
Hatcher,2.3333333333333335,20,18.5
Hatcher,2.25,13,45.166666666666664
Hatcher,2.4166666666666665,23,246.25
Hatcher,2.833333333333333,20,52.83333333333333
Hatcher,5.0,3,537.0
Hatcher,3.5,24,64.0
Hatcher,2.9166666666666665,1,55.916666666666664
Hatcher,2.6666666666666665,20,61.166666666666664
Hatcher,2.0833333333333335,19,36.58333333333333
Hatcher,2.25,15,158.25
Hatcher,2.1666666666666665,11,45.166666666666664
Hatcher,2.25,9,120.5
Hatcher,2.4166666666666665,19,19.5
Hatcher,2.833333333333333,16,99.83333333333333
Hatcher,3.666666666666667,23,280.4166666666667
Hatcher,2.3333333333333335,19,24.583333333333332
Hatcher,2.0,12,0.0
Hatcher,2.0833333333333335,11,21.0
Hatcher,2.5833333333333335,5,88.66666666666667
Hatcher,2.25,17,79.33333333333333
Hatcher,4.083333333333334,7,89.16666666666667
Hatcher,2.8333333333333335,23,379.58333333333337
Hatcher,2.8333333333333335,7,236.66666666666669
Hatcher,3.0,22,53.666666666666664
Hatcher,3.75,5,495.83333333333337
Hatcher,3.5,3,90.75
Hatcher,3.666666666666667,2,48.333333333333336
Hatcher,2.1666666666666665,13,71.5
Hatcher,2.3333333333333335,10,44.166666666666664
Hatcher,3.25,7,138.75
Hatcher,3.666666666666667,23,325.83333333333337
Hatcher,2.8333333333333335,7,197.08333333333334
Hatcher,3.666666666666667,2,451.6666666666667
Hatcher,2.833333333333333,10,47.0
Hatcher,2.5,9,183.25
Hatcher,2.25,17,34.916666666666664
Hatcher,5,1,767.25
Hatcher,2.5,15,38.0
Hatcher,2.3333333333333335,10,59.5
Hatcher,3.0,9,202.0
Hatcher,2.6666666666666665,10,98.33333333333333
Hatcher,2.8333333333333335,7,385.0
Hatcher,3.0,15,72.25
Hatcher,3.75,5,308.0
Hatcher,2.4166666666666665,7,16.666666666666668
Hatcher,2.0833333333333335,13,41.5
Hatcher,2.5,15,75.0
Hatcher,3.25,9,118.0
Hatcher,3.333333333333333,8,287.66666666666663
Hatcher,3.25,7,306.6666666666667
Hatcher,2.0,18,0.0
Hatcher,2.0,18,0.0
Hatcher,4.0,0,137.0
Hatcher,2.4166666666666665,23,107.08333333333334
Hatcher,2.833333333333333,10,74.33333333333333
Hatcher,3.25,21,249.75
Hatcher,3.666666666666667,23,380.0
Hatcher,2.833333333333333,20,129.0
Hatcher,2.8333333333333335,2,433.33333333333337
Hatcher,5,4,62.0
Hatcher,4.916666666666667,5,529.0833333333334
Hatcher,2.6666666666666665,8,296.3333333333333
Hatcher,5,1,91.66666666666666
Hatcher,2.6666666666666665,22,152.33333333333331
Hatcher,3.25,15,98.75
Hatcher,2.0,18,0.0
Hatcher,3.5,3,532.5
Hatcher,5,2,720.8333333333334
Hatcher,2.4166666666666665,11,28.5
Hatcher,5,3,164.25
Hatcher,2.0,18,0.0
Hatcher,2.3333333333333335,14,144.66666666666666
Hatcher,2.9166666666666665,1,833.25
Hatcher,2.25,19,78.0
Hatcher,2.4166666666666665,7,276.25
Hatcher,4.0,4,626.0
Hatcher,2.1666666666666665,16,125.0
Hatcher,2.0833333333333335,13,18.416666666666664
Hatcher,4.5,2,588.3333333333334
Hatcher,3.25,15,156.0
Hatcher,2.833333333333333,16,64.5
Hatcher,2.5,14,47.33333333333333
Hatcher,2.3333333333333335,19,4.333333333333333
Hatcher,4.5,2,266.6666666666667
Hatcher,2.1666666666666665,11,66.75
Hatcher,3.25,15,126.25
Hatcher,3.0,24,266.0
Hatcher,2.75,21,144.25
Hatcher,2.3333333333333335,20,92.0
Hatcher,2.25,9,164.75
Hatcher,2.0,12,0.0
Hatcher,4.5,24,425.5
Hatcher,2.1666666666666665,13,1.6666666666666665
Hatcher,2.4166666666666665,17,76.5
Hatcher,2.8333333333333335,2,254.16666666666669
Hatcher,3.666666666666667,23,14.166666666666668
Hatcher,2.0,18,0.0
Hatcher,2.25,21,65.5
Hatcher,2.8333333333333335,7,37.91666666666667
Hatcher,2.5,15,160.0
Hatcher,2.0,12,0.0
Hatcher,2.5,9,249.0
Hatcher,2.75,9,209.25
Hatcher,3.833333333333333,1,182.41666666666666
Hatcher,2.0833333333333335,13,9.0
Hatcher,2.25,11,34.58333333333333
Hatcher,2.25,19,7.5
Hatcher,2.1666666666666665,16,44.5
Hatcher,5,0,101.0
Hatcher,2.4166666666666665,17,62.5
Hatcher,4.083333333333334,23,102.91666666666667
Hatcher,4.25,3,444.0
Hatcher,4.083333333333334,7,347.08333333333337
Hatcher,2.0833333333333335,11,27.583333333333332
Hatcher,2.1666666666666665,11,14.666666666666666
Hatcher,2.8333333333333335,7,5.833333333333334
Hatcher,2.0,12,0.0
Hatcher,3.6666666666666665,8,93.33333333333333
Hatcher,2.5,9,228.0
Hatcher,2.833333333333333,20,8.5
Hatcher,3.25,21,34.5
Hatcher,2.4166666666666665,23,107.91666666666667
Hatcher,4.5,6,421.5
Hatcher,2.1666666666666665,16,154.33333333333331
Hatcher,5,0,243.0
Hatcher,3.666666666666667,2,673.3333333333334
Hatcher,3.25,21,246.25
Hatcher,2.1666666666666665,19,27.916666666666664
Hatcher,2.8333333333333335,23,19.166666666666668
Hatcher,2.0833333333333335,17,64.33333333333333
Hatcher,3.0,21,74.0
Hatcher,4.25,3,237.0
Hatcher,2.8333333333333335,7,53.75
Hatcher,5,2,739.1666666666667
Hatcher,2.1666666666666665,14,92.33333333333333
Hatcher,3.0,24,213.0
Hatcher,3.333333333333333,22,159.0
Hatcher,4.5,24,450.0
Hatcher,2.75,15,6.5
Hatcher,2.1666666666666665,17,8.916666666666666
Hatcher,2.833333333333333,10,49.83333333333333
Hatcher,3.25,9,135.0
Hatcher,3.333333333333333,22,296.3333333333333
Hatcher,2.4166666666666665,7,8.333333333333334
Hatcher,5,3,275.25
Hatcher,3.0,9,223.75
Hatcher,3.0,22,127.0
Hatcher,3.5,6,318.0
Hatcher,3.0,6,32.5
Hatcher,2.4166666666666665,11,74.08333333333333
Hatcher,5,3,67.5
Hatcher,2.0,12,0.0
Hatcher,5.0,3,249.0
Hatcher,4.916666666666667,5,150.5
Hatcher,2.25,19,27.416666666666664
Hatcher,2.6666666666666665,8,10.666666666666666
Hatcher,4.0,6,60.5
Hatcher,2.4166666666666665,13,34.25
Hatcher,4.083333333333334,7,261.25
Hatcher,2.1666666666666665,17,46.75
Hatcher,2.0833333333333335,13,43.58333333333333
Hatcher,2.1666666666666665,19,51.33333333333333
Hatcher,2.6666666666666665,4,180.0
Hatcher,4.5,2,492.5
Hatcher,2.3333333333333335,17,37.25
Hatcher,2.0,12,0.0
Hatcher,2.833333333333333,10,66.66666666666666
Hatcher,3.0,24,335.0
Hatcher,2.3333333333333335,8,92.66666666666666
Hatcher,3.5,6,291.0
Hatcher,4.5,6,448.5
Hatcher,4.0,24,458.0
Hatcher,2.0,12,0.0
Hatcher,4.916666666666667,5,497.58333333333337
Hatcher,2.3333333333333335,13,52.08333333333333
Hatcher,2.1666666666666665,16,66.5
Hatcher,4.083333333333334,7,95.0
Hatcher,2.4166666666666665,13,6.416666666666666
Hatcher,2.1666666666666665,19,12.583333333333332
Hatcher,3.166666666666667,5,105.0
Hatcher,2.3333333333333335,13,47.33333333333333
Hatcher,2.0833333333333335,19,39.916666666666664
Hatcher,2.5,9,141.5
Hatcher,4.666666666666666,4,233.33333333333331
Hatcher,2.4166666666666665,19,28.083333333333332
Hatcher,3.25,23,301.25
Hatcher,3.25,15,66.25
Hatcher,2.75,21,217.75
Hatcher,4.916666666666667,5,114.91666666666667
Hatcher,2.0,18,0.0
Hatcher,3.5,24,317.5
Hatcher,2.75,9,107.0
Hatcher,2.8333333333333335,2,620.0
Hatcher,2.3333333333333335,11,2.583333333333333
Hatcher,3.333333333333333,4,10.666666666666666
Hatcher,2.3333333333333335,10,150.0
Hatcher,5.0,3,218.25
Hatcher,2.0,18,0.0
Hatcher,5.0,0,529.0
Hatcher,4.5,2,394.1666666666667
Hatcher,3.0,15,109.0
Hatcher,2.25,17,57.08333333333333
Hatcher,3.0,21,141.75
Hatcher,2.6666666666666665,8,66.66666666666666
Hatcher,2.1666666666666665,19,5.833333333333333
Hatcher,2.0,12,0.0
Hatcher,2.25,21,41.25
Hatcher,5,2,347.5
Hatcher,2.3333333333333335,8,134.33333333333331
Hatcher,3.25,15,99.25
Hatcher,2.75,21,201.25
Hatcher,2.3333333333333335,20,143.33333333333331
Hatcher,2.75,3,600.75
Hatcher,3.333333333333333,8,110.0
Hatcher,2.0,12,0.0
Hatcher,4.666666666666666,4,327.3333333333333
Hatcher,2.0,18,0.0
Hatcher,2.75,9,121.0
Hatcher,5.0,3,360.75
Hatcher,2.3333333333333335,10,10.5
Hatcher,5,3,384.75
Hatcher,3.0,22,245.33333333333331
Hatcher,2.6666666666666665,4,406.0
Hatcher,2.1666666666666665,17,48.08333333333333
Hatcher,2.5,14,32.33333333333333
Hatcher,4.083333333333334,7,402.08333333333337
Hatcher,4.5,2,616.6666666666667
Hatcher,2.3333333333333335,11,5.333333333333333
Hatcher,2.833333333333333,14,124.33333333333333
Hatcher,3.666666666666667,2,735.0
